name,province,district,address,hospital_type,image_url,latitude,longitude,source
banepa dentel,Bagmati,Kavre,,hospital,,27.63067,85.521585,HDX_OSM
Kavre Health Clinic,Bagmati,Kavre,,clinic,,27.628387,85.524296,HDX_OSM
Reyukai Eye Hospital,Bagmati,Kavre,,hospital,,27.630706,85.535321,HDX_OSM
Krishna Prasad Hospital,Bagmati,Kavre,,hospital,,27.629627,85.523748,HDX_OSM
Nepal family planning association,Bagmati,Kavre,,hospital,,27.631246,85.522914,HDX_OSM
KU Hospital Department of Dentistry,Bagmati,Kavre,,dentist,,27.615554,85.54738,HDX_OSM
Dental Home,Lumbini,Rupandehi,,dentist,,27.512019,83.456911,HDX_OSM
Amarsingh Dental Clinic,Gandaki,Kaski,,dentist,,28.205245,84.000609,HDX_OSM
Life Care Diagnostics,Gandaki,Kaski,,clinic,,28.215091,83.986039,HDX_OSM
Devchuli Medical Hall,Lumbini,Nawalparasi,,alternative,,27.677056,84.214964,HDX_OSM
Family Healt Clinic,Gandaki,Tanahu,,clinic,,28.055153,84.072563,HDX_OSM
द्ष्टि आँखा केन्द्र,Bagmati,Kathmandu,,clinic,,27.698585,85.281095,HDX_OSM
Valley Dental,Bagmati,Kathmandu,,dentist,,27.696078,85.307095,HDX_OSM
United Medical Center,Bagmati,Kathmandu,,clinic,,27.721352,85.317892,HDX_OSM
Arun Med,Bagmati,Kathmandu,,clinic,,27.729129,85.314856,HDX_OSM
Samikshya Pharma & RB Dental Clinic,Bagmati,Kathmandu,,clinic,,27.721002,85.28443,HDX_OSM
Suryadaya Clinic,Bagmati,Kathmandu,,clinic,,27.722144,85.37279,HDX_OSM
Kasthamandap Dental Hospital,Bagmati,Kathmandu,,dentist,,27.724582,85.298084,HDX_OSM
Alka Dental Home Pvt. Ltd,Bagmati,Kathmandu,,dentist,,27.736697,85.302255,HDX_OSM
Buddha Park Pharmacy,Bagmati,Kathmandu,,clinic,,27.731845,85.292713,HDX_OSM
Dr. Sarita,Bagmati,Kathmandu,,doctors,,27.733062,85.292888,HDX_OSM
Manakamana Dental Clinic,Bagmati,Kathmandu,,dentist,,27.734451,85.309376,HDX_OSM
Community Urban Health Clinic,Bagmati,Kathmandu,,clinic,,27.71853,85.334673,HDX_OSM
यती अस्पताल,Bagmati,Kathmandu,,hospital,,27.702451,85.282402,HDX_OSM
Shree  karya binayak  polyclinic,Bagmati,Kathmandu,,clinic,,27.654105,85.285803,HDX_OSM
Community Dentall,Bagmati,Bhaktapur,,dentist,,27.666594,85.365929,HDX_OSM
Dental service,Bagmati,Lalitpur,Lubhu,clinic,,27.643559,85.372538,HDX_OSM
Him Medical Hall,Gandaki,Kaski,"Annapurna Rural Mun,4",clinic,,28.26444,83.819903,HDX_OSM
Lotus Dental Home,Gandaki,Kaski,,dentist,,28.210631,83.986195,HDX_OSM
Samaz Dental Care,Bagmati,Kathmandu,,dentist,,27.734589,85.314647,HDX_OSM
Hemja Policlinic,Gandaki,Kaski,,clinic,,28.27766,83.936288,HDX_OSM
Kohinoor Medical center Pvt LTD,Bagmati,Kathmandu,,clinic,,27.739539,85.336997,HDX_OSM
Aashirbad Dental clinic,Bagmati,Kathmandu,"bhatkekopul,Tokha,kathmandu",clinic,,27.762243,85.319066,HDX_OSM
Dent Inn - The Dental Clinic,Bagmati,Kathmandu,,dentist,,27.708739,85.318412,HDX_OSM
URL Dulegauda Diagnostic,Gandaki,Tanahu,,laboratory,,28.054796,84.072711,HDX_OSM
Bone Care,Bagmati,Kathmandu,,alternative,,27.735115,85.31166,HDX_OSM
Piles Hospital,Bagmati,Kathmandu,,yes,,27.735186,85.313395,HDX_OSM
Metro Radiology Pvt Ltd.,Bagmati,Kathmandu,,laboratory,,27.715329,85.326196,HDX_OSM
Upakar Policlinic,Bagmati,Kathmandu,,clinic,,27.679146,85.34625,HDX_OSM
Save the Life Community Polyclinic and Research Center,Bagmati,Kathmandu,,clinic,,27.681251,85.344302,HDX_OSM
Nepal German Dental Hospital,Bagmati,Kathmandu,,dentist,,27.681215,85.344298,HDX_OSM
Saudi Nepal Medical Center Pvt Ltd,Bagmati,Kathmandu,,clinic,,27.692021,85.316767,HDX_OSM
Hiranya Ayurvedic Pharma,Bagmati,Kathmandu,,clinic,,27.703098,85.320698,HDX_OSM
Subheta Clinic,Bagmati,Lalitpur,,clinic,,27.654596,85.305627,HDX_OSM
Ayushman Hospital Private Limited,Madhesh,Rautahat,,hospital,,26.944021,85.308548,HDX_OSM
Ayurvedic Clinic,Bagmati,Kathmandu,,doctors,,27.706161,85.311384,HDX_OSM
Trishuli X-Ray and Clinic,Bagmati,Kathmandu,,clinic,,27.705711,85.31278,HDX_OSM
Brighter Dental Clinic,Bagmati,Kathmandu,,dentist,,27.700213,85.311991,HDX_OSM
लेखपराजुल स्वास्थ्य चौकी,Karnali,Surkhet,,clinic,,28.46364,81.643341,HDX_OSM
Manakamana Ayurvedic Farm,Lumbini,Banke,,clinic,,28.075308,81.635055,HDX_OSM
Muna Madan Health Clinic,Lumbini,Banke,,clinic,,28.083298,81.64397,HDX_OSM
Ojal dental clinic,Bagmati,Kathmandu,,dentist,,27.735349,85.317372,HDX_OSM
Aashraya Health Clinic P. Ltd.,Bagmati,Kathmandu,,clinic,,27.707392,85.301169,HDX_OSM
Panchakoshi Dental Hospital,Karnali,Surkhet,Birendranagar,dentist,,28.597896,81.614245,HDX_OSM
Sunshine Medical Hospital,Karnali,Humla,,hospital,,29.978661,81.794897,HDX_OSM
नेपालगन्ज उपनगरपालिका शहरि स्वास्थ केन्द्र,Lumbini,Banke,,hospital,,28.042929,81.616184,HDX_OSM
सिद्धान्त अस्पताल,Lumbini,Banke,,hospital,,28.053963,81.616451,HDX_OSM
Manmaya Memorial Physiotherapy Center,Lumbini,Banke,,physiotherapist,,28.052538,81.6152,HDX_OSM
Tripura Bal Hospital,Lumbini,Banke,,hospital,,28.052469,81.616087,HDX_OSM
Tokha Horizon Dental and health care,Bagmati,Kathmandu,,clinic,,27.749613,85.325298,HDX_OSM
Sangam Pharmacy,Bagmati,Kathmandu,,laboratory,,27.681514,85.279276,HDX_OSM
Garuda City Hospital Garuda Rautahat,Madhesh,Rautahat,,hospital,,26.955044,85.318672,HDX_OSM
Nepal international clinic,Bagmati,Kathmandu,,clinic,,27.71302,85.320211,HDX_OSM
"Diabetes, Thyroid and Heart Center Nepal Pvt. Ltd.",Bagmati,Kathmandu,,clinic,,27.718166,85.306434,HDX_OSM
Nepalgunj Eye Hospital,Lumbini,Banke,,hospital,,28.052194,81.616006,HDX_OSM
Santada Hospital,Karnali,Dailekh,,hospital,,28.790084,81.850651,HDX_OSM
Community Eye Care Centre,Karnali,Dailekh,,hospital,,28.857036,81.603606,HDX_OSM
Khatyaad Community Clinic,Karnali,Mugu,,clinic,,29.51901,81.923543,HDX_OSM
Suryodaya Life Care P.V.T 6 Lalbandhi MP,Madhesh,Sarlahi,,hospital,,27.052519,85.63672,HDX_OSM
Patthorkot Health Post 13 Lalbandhi MP,Madhesh,Sarlahi,,clinic,,27.113093,85.655848,HDX_OSM
Naule Katuwa Health Post,Karnali,Dailekh,,hospital,,28.829365,81.580068,HDX_OSM
kusapani HP dailekh,Karnali,Dailekh,,clinic,,28.971061,81.633581,HDX_OSM
Municipality Health Post,Karnali,Jumla,,hospital,,29.329138,81.982558,HDX_OSM
Community Health Post,Madhesh,Sarlahi,,clinic,,27.066011,85.631142,HDX_OSM
Sidartha Health Care Center 11 Lalbndhi MP,Madhesh,Sarlahi,,clinic,,27.076416,85.639061,HDX_OSM
Sonaul Health Post,Madhesh,Mahottari,,clinic,,26.75802,85.758972,HDX_OSM
"Katahariya-1,Health Post, Katahariya MP",Madhesh,Rautahat,,clinic,,27.018469,85.241386,HDX_OSM
Chandra Memorial Medical and Suppliers,Karnali,Humla,,clinic,,29.607018,81.770572,HDX_OSM
"स्वास्थ चौकी, खिन",Karnali,Kalikot,,clinic,,29.342642,81.823433,HDX_OSM
Sipkhana Health Post,Karnali,Kalikot,,hospital,,29.258902,81.620483,HDX_OSM
Delivery Center,Karnali,Humla,,clinic,,29.65926,81.86313,HDX_OSM
Thai Makai Lamte Community Health Unit,Karnali,Mugu,,doctors,,29.666672,81.90787,HDX_OSM
Pratima Medical Hall,Gandaki,Kaski,,clinic,,28.132652,84.081776,HDX_OSM
Bhaktapur Hospital Emergency Block,Bagmati,Bhaktapur,,hospital,,27.672077,85.422086,HDX_OSM
Eye Clinic,Bagmati,Bhaktapur,,clinic,,27.671008,85.425751,HDX_OSM
Orential Care Optical,Bagmati,Bhaktapur,,clinic,,27.670412,85.428386,HDX_OSM
Bhaktapur Heart & Diabetic Centre,Bagmati,Bhaktapur,,clinic,,27.672329,85.430633,HDX_OSM
Bhaktapur Dental Home,Bagmati,Bhaktapur,,dentist,,27.671765,85.430149,HDX_OSM
Manisha Health Care Pvt. Ltd.,Madhesh,Sarlahi,,clinic,,27.068998,85.587631,HDX_OSM
Laxmipur Health Post,Madhesh,Sarlahi,,clinic,,27.004074,85.566422,HDX_OSM
Haripur Primary Health Center,Madhesh,Sarlahi,,clinic,,27.015303,85.568802,HDX_OSM
Ilaka Health Unit,Karnali,Humla,,midwife,,29.65941,81.863146,HDX_OSM
Om Diagnostic Center,Gandaki,Kaski,,yel,,28.223285,83.990093,HDX_OSM
"Haripu Basic Health Center, pachgachhiya",Madhesh,Sarlahi,,clinic,,27.017325,85.582727,HDX_OSM
Basic Health Care Center,Madhesh,Sarlahi,,clinic,,27.031114,85.594322,HDX_OSM
Haraiya Basic Health Hospital,Madhesh,Sarlahi,,clinic,,26.983284,85.579185,HDX_OSM
Bahirang Treatment Center,Madhesh,Sarlahi,,clinic,,26.979294,85.560669,HDX_OSM
Gadpati Hospital P.V.T 1 Lalbandhi MP,Madhesh,Sarlahi,,hospital,,27.067079,85.588737,HDX_OSM
Merie Stopes Center 7 Lalbandhi MP,Madhesh,Sarlahi,,clinic,,27.054802,85.628807,HDX_OSM
Ausanwa Basic Health Post,Madhesh,Sarlahi,,clinic,,26.989819,85.596046,HDX_OSM
Dr. Bidur Bhandari´s Personal Residence,Bagmati,Makwanpur,,doctors,,27.385666,85.107849,HDX_OSM
"Katahariya Health Post-2, Jamuniya, Katahariya MP",Madhesh,Rautahat,,clinic,,27.036137,85.249417,HDX_OSM
Baragadhi Birthing Center,Madhesh,Bara,,clinic,,26.996232,85.136285,HDX_OSM
Tedhakatti Health Post,Madhesh,Bara,,clinic,,26.978485,85.163977,HDX_OSM
Rautahat Grandy Hospital,Madhesh,Rautahat,,hospital,,26.942823,85.309235,HDX_OSM
Jaira Birthing Centre,Karnali,Humla,,clinic,,29.719504,81.987077,HDX_OSM
Mallard Health Clinic,Karnali,Humla,,clinic,,29.679576,81.931848,HDX_OSM
जनस्वास्थ्य सेवा दैनिकर,Karnali,Kalikot,,clinic,,29.32555,81.798415,HDX_OSM
Model Hospital Nawalpur 1 Lalbanhi MP,Madhesh,Sarlahi,,hospital,,27.067341,85.58799,HDX_OSM
एस डेंटल प्रा. लि,Bagmati,Kathmandu,,dentist,,27.678873,85.34901,HDX_OSM
Hilsa Hospital,,,,hospital,,30.152213,81.331162,HDX_OSM
बजेडी स्वास्थ्य चौकी,Karnali,Surkhet,,clinic,,28.572765,81.96563,HDX_OSM
काठमाडौँ न्यूरो एण्ड जनरल अस्पताल,Bagmati,Kathmandu,,hospital,,27.705956,85.318001,HDX_OSM
काठमाडौं सिटी अस्पताल,Bagmati,Kathmandu,,hospital,,27.699091,85.281004,HDX_OSM
युनिभर्सल डेन्टल अस्पताल,Bagmati,Kathmandu,,hospital,,27.699048,85.280008,HDX_OSM
"Community Health Post, Sedhwa",Madhesh,Sarlahi,,clinic,,26.766021,85.345563,HDX_OSM
Malahi Health Post,Madhesh,Rautahat,,clinic,,26.944471,85.341126,HDX_OSM
Laxmipur Belbichawa Health Post,Madhesh,Rautahat,,clinic,,26.756918,85.302048,HDX_OSM
Ma Baoudhi Hospital Private Limited,,Dhanusa,,hospital,,26.737738,85.909226,HDX_OSM
Dr Parag Karki,Bagmati,Lalitpur,,doctors,,27.67404,85.318725,HDX_OSM
Chhahari Nepal,Bagmati,Lalitpur,,clinic,,27.675041,85.317434,HDX_OSM
निदान अस्पताल प्रा.लि.,Bagmati,Lalitpur,Lalitpur,hospital,,27.677334,85.321751,HDX_OSM
Roshani Makaju didi ko ghar,Bagmati,Bhaktapur,,doctors,,27.657913,85.400613,HDX_OSM
Dental Art Clinic,Bagmati,Bhaktapur,,dentist,,27.674176,85.374167,HDX_OSM
S.S Clinic,Bagmati,Bhaktapur,,dentist,,27.674198,85.373739,HDX_OSM
Luvu Polyoclinic,Bagmati,Lalitpur,,clinic,,27.642477,85.375984,HDX_OSM
Elite Physiotherapy & Wellness Clinic,Bagmati,Kathmandu,,physiotherapist,,27.717116,85.303925,HDX_OSM
Luvu Healthpost,Bagmati,Lalitpur,Lubhu,centre,,27.643193,85.373194,HDX_OSM
Luniva Heathcare Center,Bagmati,Lalitpur,,clinic,,27.642838,85.37477,HDX_OSM
KInder Joy Everning Care Center,Bagmati,Lalitpur,,counselling,,27.679799,85.310227,HDX_OSM
ओजास्वी पोलिक्लिनिक,Bagmati,Kathmandu,,clinic,,27.735488,85.318456,HDX_OSM
Smile Line Specialist Dental Care Pvt.Ltd,Bagmati,Kathmandu,,dentist,,27.701757,85.321891,HDX_OSM
Ganga Diagnostic Center,Bagmati,Kathmandu,,clinic,,27.728727,85.325609,HDX_OSM
Advance Polyclinic,Bagmati,Kathmandu,,clinic,,27.727557,85.323937,HDX_OSM
Garuda Sahari Swasthya Kendra,Madhesh,Rautahat,,clinic,,26.952854,85.303263,HDX_OSM
हापुरे प्राथमिक अस्पताल,Lumbini,Dang,,hospital,,28.193649,82.124061,HDX_OSM
राप्ती आँखा अस्पताल,Lumbini,Dang,,hospital,,28.164619,82.316238,HDX_OSM
पञ्चकुले स्वास्थ्य चौकी,Lumbini,Dang,,hospital,,28.170679,82.142274,HDX_OSM
Darimjyula clinic,Karnali,Salyan,,clinic,,28.33177,82.257652,HDX_OSM
Siwikot health post,Karnali,Salyan,,hospital,,28.58518,82.151646,HDX_OSM
Gurudase health unit,Karnali,Salyan,,hospital,,28.511327,82.179872,HDX_OSM
Badagaun health post,Karnali,Salyan,,hospital,,28.553958,82.241071,HDX_OSM
गोकर्ण मेडिकल,Lumbini,Dang,,clinic,,28.13513,82.121753,HDX_OSM
Dahil Clinic Center,Lumbini,Dang,Babai RM,clinic,,28.132312,82.117517,HDX_OSM
Tulsipur City Hospital,Lumbini,Dang,,hospital,,28.130747,82.297593,HDX_OSM
भुवनेश्वर भुसाल ट्रेडर्स,Lumbini,Dang,,doctor,,28.132095,82.295493,HDX_OSM
बिनोद प्याथोलोजी एण्ड ज्योती मेडिकल हल,Lumbini,Dang,,hospital,,28.131876,82.298158,HDX_OSM
राप्ती लाइफ केयर अस्पताल,Lumbini,Dang,,hospital,,28.131474,82.298442,HDX_OSM
तुलसीपुर सिटी अस्पताल,Lumbini,Dang,,hospital,,28.132273,82.295546,HDX_OSM
"सामुदायिक स्वास्थ्य इकाइ, जलजला",Lumbini,Banke,,clinic,,28.133335,82.040001,HDX_OSM
Mai Dental Hospital Pvt Ltd,Lumbini,Banke,,dentist,,28.197039,81.690257,HDX_OSM
Sishne Medical Hall,Lumbini,Banke,,clinic,,28.196934,81.690224,HDX_OSM
Om Bheri Dental Hospital,Lumbini,Banke,,dentist,,28.195846,81.689677,HDX_OSM
Health Post Chilkhaya,Karnali,Kalikot,,hospital,,29.112593,81.795452,HDX_OSM
Samikshya Pharmacy & Dental Clinic,Bagmati,Kathmandu,,clinic,,27.721106,85.282617,HDX_OSM
छिल्लिकोट सामुदायिक स्वास्थ्य इकाई,Lumbini,Dang,,hospital,,28.151446,82.398103,HDX_OSM
बिजौरी स्वास्थ्य चौकी,Lumbini,Dang,,hospital,,28.141624,82.369723,HDX_OSM
Jarankhu,Bagmati,Kathmandu,,doctors,,27.754412,85.302746,HDX_OSM
Shifa Pathalogy,Lumbini,Banke,,clinic,,28.058571,81.617977,HDX_OSM
Dynamic Reference Lab and Diagnostics pvt.ltd.,Lumbini,Banke,,clinic,,28.058407,81.618855,HDX_OSM
सातधारे उदयपुर Satdhare Udayapur,Koshi,Udayapur,,hospital,,26.805519,86.872566,HDX_OSM
New Royal Dental Clinic,Bagmati,Kavre,,dentist,,27.631266,85.519572,HDX_OSM
Family Dental Care,Koshi,Morang,Urlabari,dentist,,26.665025,87.638362,HDX_OSM
Artistic Dentosphere,Bagmati,Kavre,,dentist,,27.630476,85.522994,HDX_OSM
सेवा डेन्टल क्लिनिक,Bagmati,Kavre,,dentist,,27.629726,85.52398,HDX_OSM
Dr. Dentocare,Bagmati,Kavre,,dentist,,27.630299,85.523904,HDX_OSM
LPH MEDICAL OPD,Lumbini,Rupandehi,,hospital,,27.6963,83.464417,HDX_OSM
Lumbini Province Hospital(LPH) लुम्बिनी प्रादेशिक अस्पताल,Lumbini,Rupandehi,,hospital,,27.697814,83.464136,HDX_OSM
"LPH ICU,MEDICAL WARD;ER, ADMIN",Lumbini,Rupandehi,,hospital,,27.696812,83.463898,HDX_OSM
LPH OBGYN WARD OPD ER,Lumbini,Rupandehi,,hospital,,27.69722,83.463647,HDX_OSM
LPH SURGICAL WARD;OT,Lumbini,Rupandehi,,hospital,,27.697331,83.464034,HDX_OSM
LPH CANTEEN,Lumbini,Rupandehi,,hospital,,27.695767,83.463889,HDX_OSM
Himalaya Dental Care,Bagmati,Kavre,,dentist,,27.630192,85.524149,HDX_OSM
"Gorakh Medical, physiotherapy clinic & dental clinic",Bagmati,Bhaktapur,,clinic,,27.665307,85.366732,HDX_OSM
MHP Bajkateri SHP,Lumbini,Gulmi,,hospital,,28.197827,83.068537,HDX_OSM
Dental Spa,Bagmati,Kathmandu,,dentist,,27.717699,85.33074,HDX_OSM
laxmanpur prathamik Swasthya Chauki,Lumbini,Banke,,clinic,,27.876619,81.893845,HDX_OSM
Manna Health Care and Research Center,,Dhanusa,,clinic,,26.756718,85.898909,HDX_OSM
Sanjibani,Lumbini,Kapilbastu,,clinic,,27.649773,82.861808,HDX_OSM
Central Diagnostic Laboratpry,Bagmati,Kathmandu,,clinic,,27.710073,85.324958,HDX_OSM
Health Post Ward 7,Madhesh,Siraha,,clinic,,26.795093,86.178251,HDX_OSM
samudaik swasthya ikai milanchowk,Lumbini,Rupandehi,,clinic,,27.603476,83.393394,HDX_OSM
असुरकोट स्वास्थ्य चौकी,,Arghakhanchi,,hospital,,28.002119,82.993645,HDX_OSM
Nabadeep Polyclinic Pvt. Ltd.,Bagmati,Chitwan,,clinic,,27.600844,84.644824,HDX_OSM
Pipley Health Post,Bagmati,Chitwan,,clinic,,27.58841,84.690892,HDX_OSM
Om Sai Ram  Polyclinic Pvt. Ltd.,Bagmati,Chitwan,,clinic,,27.622052,84.515514,HDX_OSM
Pujari Dada Khop Kendra,Bagmati,Dhading,,hospital,,27.969542,84.933634,HDX_OSM
Global Ayurveda,Bagmati,Kathmandu,,alternative,,27.738631,85.313137,HDX_OSM
Satya Sai Dental Hospital,Bagmati,Kavre,,dentist,,27.62927,85.528428,HDX_OSM
Premier Dental,Bagmati,Kavre,,dentist,,27.630339,85.523691,HDX_OSM
New Road Dental Clinic,Bagmati,Kavre,,dentist,,27.631311,85.519142,HDX_OSM
Doctor'S Care Dental Clinic,Bagmati,Kavre,,dentist,,27.629918,85.523301,HDX_OSM
Himal Dental Care,Bagmati,Kavre,,dentist,,27.630162,85.524211,HDX_OSM
Marmaparikanda health post,Karnali,Salyan,,hospital,,28.540112,82.197917,HDX_OSM
"Swastha Chauki, Ganjauwaha",Sudurpashchim,Kailali,Bhajani Municipality,doctor,,28.547402,80.921423,HDX_OSM
Ayurbet Aausadalaya Ganeshman,Sudurpashchim,Kailali,Bhajani Municipality,doctor,,28.481077,80.930833,HDX_OSM
Bhajani PHC,Sudurpashchim,Kailali,Bhajani Municipality,doctor,,28.502065,80.967547,HDX_OSM
Bakamalang Health Post (बाकामलाङ हेल्थ पोस्ट ),Lumbini,Palpa,,hospital,,27.824494,84.014524,HDX_OSM
MEDICAL HOUSE,Koshi,Jhapa,,hospital,,26.685003,87.991005,HDX_OSM
Sparkle Dental Care,Bagmati,Kathmandu,,dentist,,27.729288,85.330706,HDX_OSM
Sorahawa PHC,Lumbini,Bardiya,,hospital,,28.17213,81.503673,HDX_OSM
Phendey Dental Care Center,Bagmati,Kathmandu,,dentist,,27.722579,85.279411,HDX_OSM
"बक्राङ्ग स्वास्थ चौकी , गोरखा",Gandaki,Gorkha,,hospital,,27.93413,84.593187,HDX_OSM
Phikkal Hospital,Koshi,Ilam,,hospital,,26.892734,88.07156,HDX_OSM
Shining City Clinic,Lumbini,Banke,,clinic,,28.074025,81.636659,HDX_OSM
chhampi health post,Bagmati,Lalitpur,,clinic,,27.602985,85.316944,HDX_OSM
"Primary Health Center, Mahendrahagar",,Dhanusa,,clinic,,26.864855,85.962793,HDX_OSM
Dhaneshwar Swasthya Sewa Kendra,Bagmati,Kathmandu,,clinic,,27.753684,85.31868,HDX_OSM
Br dental Hospital,Lumbini,Dang,,dentist,,28.041515,82.484493,HDX_OSM
su sampada pharmacy,Bagmati,Chitwan,,clinic,,27.689933,84.435115,HDX_OSM
"माझकटेरी हस्पताल,राजास्वारा",Gandaki,Syangja,,hospital,,28.134039,83.785242,HDX_OSM
Bishesagya Children's Hospital,Lumbini,Banke,,hospital,,28.054667,81.614098,HDX_OSM
Bayalpata Hospital,Sudurpashchim,Achham,,hospital,,29.219625,81.222632,HDX_OSM
"Bayalgada Hospital,Achham",Sudurpashchim,Achham,,hospital,,29.218994,81.222333,HDX_OSM
Kindercare Clinic,Bagmati,Kathmandu,,clinic,,27.717554,85.339519,HDX_OSM
Kathmandu Diagnostic Center,Bagmati,Kathmandu,,clinic,,27.685377,85.334805,HDX_OSM
रामारोशन स्वास्थ्य चौकी,Sudurpashchim,Achham,,clinic,,29.206669,81.433303,HDX_OSM
Derma Clinic,Bagmati,Kathmandu,kathmandu municipality,hospital,,27.73854,85.326391,HDX_OSM
We Care,Bagmati,Kathmandu,,clinic,,27.71222,85.330137,HDX_OSM
Phultekra Barracks Army Hospital,Lumbini,Banke,,hospital,,28.059971,81.646047,HDX_OSM
Phateh-Bal Aakha Aspatal,Lumbini,Banke,,hospital,,28.058906,81.63665,HDX_OSM
Healthpost Gothikada,Karnali,Surkhet,Birendranagar,hospital,,28.641226,81.606748,HDX_OSM
सामखुसी सामुदायिक क्लिनिक,Bagmati,Kathmandu,,clinic,,27.72454,85.313791,HDX_OSM
Khumbila Dental Clinic,Bagmati,Kathmandu,,dentist,,27.717243,85.349373,HDX_OSM
Baudha Heart Clinic and Multispeciality Center,Bagmati,Kathmandu,,clinic,,27.71948,85.357395,HDX_OSM
विष्ट स्वास्थ्य कोलिक्लिनिक,Lumbini,Dang,राप्ती गाउँपालिका दाङ,clinic,,27.847027,82.651517,HDX_OSM
Hanumant Hospital Pvt.Ltd,Madhesh,Sarlahi,,hospital,,26.998787,85.466687,HDX_OSM
जिल्ला स्वास्थ्य कार्यालय,Bagmati,Dolakha,Charikot,hospital,,27.671316,86.049564,HDX_OSM
मन्नत पोलिक्लिनिक प्रा.लि.,Lumbini,Dang,राप्ती गाउँपालिका दाङ,clinic,,27.836525,82.633509,HDX_OSM
स्वयमसेविका मिठु चौकी,Lumbini,Dang,रााप्ती गाउँपालिका दाङ,clinic,,27.851971,82.629312,HDX_OSM
मैडिकल,Lumbini,Dang,राप्ती गाउँपालिका दाङ,clinic,,27.832798,82.679764,HDX_OSM
देउखुरी स्वास्थ्य क्लिनिक,Lumbini,Dang,राप्ती गाउँपालिका दाङ,clinic,,27.847087,82.69851,HDX_OSM
Health Post-PHC Dasharathpur,Karnali,Surkhet,Lekbeshi,hospital,,28.489896,81.758977,HDX_OSM
Dharapani Healthpost,Karnali,Surkhet,Birendranagar,hospital,,28.612106,81.582504,HDX_OSM
Barahi Swasthya Polyclinic,Gandaki,Tanahu,Bhimad,clinic,,27.978938,84.083521,HDX_OSM
Nihit Polyclinic,Karnali,Surkhet,Birendranagar,clinic,,28.59377,81.628824,HDX_OSM
Surkhet Hospital,Karnali,Surkhet,Birendranagar,hospital,,28.595657,81.60815,HDX_OSM
Marie Stopes Center,Karnali,Surkhet,Birendranagar,hospital,,28.59495,81.609403,HDX_OSM
Namaste Dental Care,Karnali,Surkhet,Birendranagar,clinic,,28.607331,81.581878,HDX_OSM
HealthPost Jarbuta,Karnali,Surkhet,Birendranagar,hospital,,28.611396,81.654288,HDX_OSM
Sishaniya Healthpost,Lumbini,Dang,Rapti Rural Municipality,clinic,,27.846719,82.648791,HDX_OSM
सत्यशाही मेडिकल,Lumbini,Dang,राप्ती गाउँपालिका दाङ,clinic,,27.846113,82.650389,HDX_OSM
Smile Dental Clinic,Lumbini,Dang,राप्ती गाउँपालिका दाङ,dentist,,27.841244,82.758904,HDX_OSM
Health Post Katukuwa,Karnali,Surkhet,Birendranagar,hospital,,28.600875,81.617186,HDX_OSM
Adharbhut Swasthya Sewa,Karnali,Surkhet,Birendranagar,hospital,,28.596636,81.638223,HDX_OSM
katuka Health Post,Karnali,Surkhet,Birendranagar,hospital,,28.602745,81.625413,HDX_OSM
